city,timestamp,temperature_c,humidity_percent,heatwave_alert,rainfall_mm,current_load_percent,peak_load_percent,historical_failure_rate_percent,transformer_age_years,pressure_variance_percent,pipeline_age_years,recent_repairs_last_30_days,congestion_index,signal_failure_reports_last_7_days,population_density_per_km2,scenario_type,overall_failure_72h_label,power_failure_72h_label,transformer_overload_72h_label,water_failure_72h_label,traffic_failure_72h_label
Crestfield,2025-02-08T22:00:00+00:00,42.8,26.2,True,85.3,86.5,99.4,19.8,29.9,59.9,15.6,10,87.6,9,16215.1,compound,1,1,1,1,1
Lakehurst,2025-02-08T23:00:00+00:00,33.0,57.7,False,3.1,67.8,77.4,6.1,9.9,14.4,14.0,2,69.1,4,10100.0,baseline,1,1,1,1,0
Bayhaven,2025-02-09T00:00:00+00:00,42.7,33.8,True,6.3,89.1,99.2,13.7,21.8,17.8,27.3,1,89.5,3,14500.0,heatwave,0,1,1,0,0
Ironwood,2025-02-09T01:00:00+00:00,27.8,73.4,False,10.9,80.9,74.5,7.4,21.7,25.7,34.3,0,80.7,8,16501.3,high_density,1,1,1,0,1
Stonegate,2025-02-09T02:00:00+00:00,27.1,68.4,False,78.1,55.8,83.8,16.6,28.3,59.8,23.0,5,50.1,4,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-09T03:00:00+00:00,44.6,33.0,True,49.3,86.8,99.3,19.5,26.7,55.2,31.8,6,95.4,15,11563.0,compound,1,1,1,1,1
Metrovale,2025-02-09T04:00:00+00:00,32.9,63.3,False,8.2,76.1,73.0,6.0,11.7,27.9,23.7,3,74.8,2,11200.0,baseline,0,1,1,0,1
Riverton,2025-02-09T05:00:00+00:00,43.4,38.3,True,7.6,90.5,92.4,12.2,20.6,19.7,33.0,3,75.3,2,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-02-09T06:00:00+00:00,28.9,39.1,False,4.7,72.1,85.5,9.5,21.2,23.8,20.6,1,91.7,13,12372.5,high_density,0,1,1,0,1
Sunport,2025-02-09T07:00:00+00:00,30.9,37.0,False,42.3,67.8,71.7,26.4,26.7,43.1,34.1,6,73.0,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-09T08:00:00+00:00,43.8,43.5,True,61.4,88.1,92.7,20.2,22.5,41.2,27.2,5,84.4,13,17986.1,compound,1,1,1,1,1
Lakehurst,2025-02-09T09:00:00+00:00,34.5,45.2,False,8.2,70.8,72.8,9.8,23.5,27.6,24.1,2,70.0,5,10100.0,baseline,1,0,1,0,1
Bayhaven,2025-02-09T10:00:00+00:00,41.0,45.0,True,7.2,92.5,96.7,7.3,16.1,21.6,19.2,3,77.1,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-09T11:00:00+00:00,28.2,43.8,False,2.6,61.1,87.8,5.1,19.7,35.7,23.2,3,82.1,12,16896.0,high_density,0,0,1,1,1
Stonegate,2025-02-09T12:00:00+00:00,28.4,45.9,False,76.9,75.5,75.9,23.3,38.4,43.9,27.6,5,59.9,4,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-09T13:00:00+00:00,45.8,32.0,True,88.8,89.1,93.7,19.4,21.6,49.6,23.5,7,95.6,6,12932.0,compound,1,1,1,1,1
Metrovale,2025-02-09T14:00:00+00:00,34.6,46.7,False,5.4,80.7,71.2,10.5,9.3,17.5,14.9,1,54.2,6,11200.0,baseline,1,0,1,0,0
Riverton,2025-02-09T15:00:00+00:00,42.5,56.8,True,3.0,86.8,92.6,4.3,21.9,23.6,17.4,1,74.3,5,8400.0,heatwave,1,1,0,1,0
Northbridge,2025-02-09T16:00:00+00:00,22.2,71.5,False,15.1,55.8,73.4,11.6,22.9,37.0,10.1,4,90.2,11,16261.8,high_density,1,1,0,0,1
Sunport,2025-02-09T17:00:00+00:00,32.0,58.2,False,55.2,81.1,80.9,18.8,22.5,44.6,28.1,10,56.2,5,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-09T18:00:00+00:00,45.0,51.6,True,45.8,89.7,92.2,17.8,25.3,31.6,15.0,9,90.4,14,16315.6,compound,1,1,1,1,1
Lakehurst,2025-02-09T19:00:00+00:00,21.3,38.4,False,1.5,71.7,71.2,13.8,19.7,11.4,20.6,4,67.9,4,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-09T20:00:00+00:00,43.6,36.9,True,5.5,95.0,97.7,6.1,20.4,25.3,19.4,0,81.0,5,14500.0,heatwave,1,0,1,0,0
Ironwood,2025-02-09T21:00:00+00:00,29.6,47.3,False,16.1,69.6,71.0,6.1,17.6,33.1,21.0,0,79.6,6,17002.1,high_density,0,1,0,1,1
Stonegate,2025-02-09T22:00:00+00:00,21.3,56.7,False,86.9,81.2,88.4,16.5,31.8,55.5,30.7,4,76.1,5,11700.0,failure_event,1,1,1,0,1
Hillford,2025-02-09T23:00:00+00:00,45.8,37.7,True,67.6,88.4,93.0,20.7,30.2,33.5,11.7,9,95.6,11,14685.8,compound,1,1,1,0,1
Metrovale,2025-02-10T00:00:00+00:00,21.8,48.9,False,3.9,61.0,80.8,9.3,20.1,28.5,32.4,3,55.0,6,11200.0,baseline,1,1,1,0,0
Riverton,2025-02-10T01:00:00+00:00,39.0,28.7,True,4.4,90.7,94.2,10.0,23.3,22.0,27.2,2,74.9,2,8400.0,heatwave,0,1,1,0,0
Northbridge,2025-02-10T02:00:00+00:00,32.1,66.3,False,0.4,58.5,75.6,8.9,19.2,32.5,31.1,2,95.0,15,14982.7,high_density,1,0,1,0,1
Sunport,2025-02-10T03:00:00+00:00,23.4,58.0,False,40.4,62.8,71.8,17.7,35.4,42.2,20.8,9,77.7,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-10T04:00:00+00:00,42.8,54.4,True,49.5,88.9,95.6,26.9,34.9,47.3,13.4,8,88.3,8,13148.1,compound,1,1,1,1,1
Lakehurst,2025-02-10T05:00:00+00:00,21.4,51.6,False,7.0,72.8,76.4,6.6,8.3,22.4,26.1,2,54.3,4,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-10T06:00:00+00:00,45.0,32.2,True,3.8,92.2,98.7,11.3,13.1,16.0,25.2,3,82.3,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-10T07:00:00+00:00,30.0,52.6,False,8.4,64.5,70.4,11.1,23.1,25.1,27.4,1,94.6,7,17492.9,high_density,0,1,1,1,1
Stonegate,2025-02-10T08:00:00+00:00,33.2,70.8,False,52.7,73.1,71.7,26.7,25.2,53.4,28.1,6,48.1,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-10T09:00:00+00:00,40.9,34.8,True,41.4,90.0,93.0,24.4,32.3,37.6,14.3,5,93.4,8,16316.1,compound,1,1,1,1,1
Metrovale,2025-02-10T10:00:00+00:00,28.6,36.5,False,10.7,69.7,83.9,4.2,14.1,10.9,16.3,2,54.6,3,11200.0,baseline,1,0,0,1,1
Riverton,2025-02-10T11:00:00+00:00,39.0,51.4,True,3.6,95.2,97.5,4.6,16.3,23.9,33.8,0,84.5,6,8400.0,heatwave,0,1,1,1,1
Northbridge,2025-02-10T12:00:00+00:00,22.5,46.3,False,12.3,72.0,70.2,9.1,15.9,25.0,26.8,4,79.9,15,17962.2,high_density,1,0,1,0,1
Sunport,2025-02-10T13:00:00+00:00,22.9,49.0,False,57.9,80.9,86.3,15.3,30.9,48.1,23.7,9,64.6,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-10T14:00:00+00:00,44.5,25.6,True,53.3,92.0,97.0,17.0,28.8,33.3,28.9,5,93.0,16,11627.1,compound,1,1,1,1,1
Lakehurst,2025-02-10T15:00:00+00:00,28.6,57.1,False,9.3,60.1,88.5,14.3,16.9,22.5,24.1,4,57.6,5,10100.0,baseline,0,1,0,0,1
Bayhaven,2025-02-10T16:00:00+00:00,45.9,34.8,True,5.8,88.7,94.4,12.6,21.2,23.5,10.2,1,71.0,5,14500.0,heatwave,1,1,1,0,0
Ironwood,2025-02-10T17:00:00+00:00,33.9,51.1,False,7.6,61.3,85.7,5.8,16.2,39.3,23.8,4,78.9,6,13984.7,high_density,0,1,0,1,0
Stonegate,2025-02-10T18:00:00+00:00,26.8,48.7,False,36.5,73.0,82.1,16.4,26.2,49.4,25.2,6,69.1,5,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-10T19:00:00+00:00,39.6,28.0,True,77.5,93.5,93.8,20.9,37.3,57.5,29.5,7,84.8,15,14398.3,compound,1,1,1,1,1
Metrovale,2025-02-10T20:00:00+00:00,23.5,61.7,False,8.9,60.0,76.0,11.1,22.6,17.6,20.5,2,61.3,3,11200.0,baseline,1,1,1,0,0
Riverton,2025-02-10T21:00:00+00:00,44.6,36.9,True,7.0,92.6,92.2,7.3,10.1,22.7,14.3,4,87.2,2,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-10T22:00:00+00:00,32.9,72.2,False,15.2,60.7,76.3,13.9,14.0,37.8,12.6,4,78.4,10,17973.4,high_density,1,1,1,0,1
Sunport,2025-02-10T23:00:00+00:00,29.4,44.8,False,74.5,70.3,75.7,19.4,25.5,35.4,14.0,9,49.9,1,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-02-11T00:00:00+00:00,42.0,38.3,True,48.8,94.6,99.6,16.6,26.1,33.7,10.8,10,92.4,16,17965.5,compound,1,1,1,0,1
Lakehurst,2025-02-11T01:00:00+00:00,21.6,69.7,False,8.2,74.4,70.8,10.8,21.5,27.7,27.7,3,49.9,6,10100.0,baseline,1,1,1,0,1
Bayhaven,2025-02-11T02:00:00+00:00,40.6,44.4,True,3.4,88.3,95.2,11.4,19.6,15.2,21.9,1,73.0,3,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-02-11T03:00:00+00:00,21.2,46.8,False,8.5,56.7,89.5,13.5,22.8,31.6,27.3,2,78.1,13,15467.3,high_density,1,1,1,0,1
Stonegate,2025-02-11T04:00:00+00:00,34.3,52.4,False,87.4,63.2,73.8,27.2,26.8,38.5,24.2,10,66.4,3,11700.0,failure_event,1,1,1,0,1
Hillford,2025-02-11T05:00:00+00:00,38.1,51.2,True,70.8,89.0,94.3,27.4,22.3,39.0,11.3,7,89.2,16,14315.0,compound,1,1,1,1,1
Metrovale,2025-02-11T06:00:00+00:00,27.9,37.3,False,3.4,59.2,81.4,13.5,23.2,20.4,10.8,0,70.7,1,11200.0,baseline,1,0,1,0,1
Riverton,2025-02-11T07:00:00+00:00,42.1,49.2,True,6.4,93.6,95.9,6.9,9.3,13.3,14.8,2,82.4,4,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-11T08:00:00+00:00,27.0,36.7,False,11.4,81.8,88.6,7.5,20.0,25.6,15.1,0,80.1,8,14316.0,high_density,1,1,1,0,1
Sunport,2025-02-11T09:00:00+00:00,24.1,52.9,False,37.9,73.5,85.2,24.2,23.0,50.8,11.8,5,63.5,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-11T10:00:00+00:00,43.0,58.6,True,81.6,90.4,98.1,27.4,32.5,50.0,23.4,10,86.5,10,17207.8,compound,1,1,1,1,1
Lakehurst,2025-02-11T11:00:00+00:00,25.4,39.3,False,2.0,75.5,82.9,14.1,20.7,13.9,26.5,1,45.6,1,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-11T12:00:00+00:00,38.2,41.7,True,5.4,93.6,92.7,4.9,21.2,15.3,20.9,0,85.2,1,14500.0,heatwave,0,1,1,1,1
Ironwood,2025-02-11T13:00:00+00:00,31.1,71.7,False,5.1,81.0,70.3,7.8,8.1,31.3,15.0,0,87.1,16,12963.7,high_density,1,0,1,0,1
Stonegate,2025-02-11T14:00:00+00:00,30.8,64.8,False,86.3,74.5,76.3,18.9,25.4,45.6,28.7,7,71.9,3,11700.0,failure_event,1,0,1,1,1
Hillford,2025-02-11T15:00:00+00:00,42.2,46.4,True,44.1,95.5,95.5,15.1,34.4,46.6,25.6,8,93.8,12,14106.4,compound,1,1,1,1,1
Metrovale,2025-02-11T16:00:00+00:00,26.3,54.6,False,10.2,55.9,84.7,5.0,23.7,15.2,23.4,1,67.3,5,11200.0,baseline,1,0,0,1,1
Riverton,2025-02-11T17:00:00+00:00,40.3,27.7,True,2.5,96.6,95.8,8.1,8.2,10.1,18.3,2,77.6,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-11T18:00:00+00:00,26.5,45.4,False,13.8,58.8,77.8,9.0,20.4,26.4,19.9,3,91.2,6,12772.9,high_density,1,1,1,0,1
Sunport,2025-02-11T19:00:00+00:00,23.7,36.7,False,82.3,69.8,71.5,18.0,31.5,45.3,26.9,5,69.1,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-11T20:00:00+00:00,38.0,33.4,True,70.7,96.4,99.2,18.0,28.1,35.2,26.0,6,91.0,8,15276.0,compound,1,1,1,1,1
Lakehurst,2025-02-11T21:00:00+00:00,20.6,44.8,False,18.9,76.3,77.5,12.4,12.0,28.3,27.6,3,47.0,2,10100.0,baseline,0,1,1,0,1
Bayhaven,2025-02-11T22:00:00+00:00,45.6,28.7,True,5.9,89.2,94.2,5.9,9.0,22.7,29.4,3,76.8,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-11T23:00:00+00:00,28.4,72.7,False,10.2,58.4,80.3,9.7,16.2,26.8,28.1,3,80.1,8,16818.5,high_density,1,0,1,0,1
Stonegate,2025-02-12T00:00:00+00:00,23.8,72.4,False,89.8,57.5,78.8,21.2,36.0,39.5,26.4,5,60.9,4,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-12T01:00:00+00:00,40.2,27.3,True,57.1,86.3,94.0,23.4,22.7,51.4,21.2,5,87.3,10,15111.7,compound,0,1,1,1,0
Metrovale,2025-02-12T02:00:00+00:00,33.4,62.1,False,0.3,78.2,79.3,5.5,12.2,19.6,10.1,3,66.2,3,11200.0,baseline,1,1,1,1,0
Riverton,2025-02-12T03:00:00+00:00,45.5,26.6,True,5.7,93.2,93.9,12.2,21.3,11.6,31.2,3,88.4,6,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-12T04:00:00+00:00,24.6,72.9,False,11.6,65.1,85.6,13.8,16.5,28.6,23.7,0,87.5,7,17056.7,high_density,1,1,1,1,1
Sunport,2025-02-12T05:00:00+00:00,24.1,49.7,False,75.6,70.9,86.7,22.7,34.6,38.7,15.5,10,63.5,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-12T06:00:00+00:00,44.4,53.5,True,74.6,93.8,93.9,25.8,35.5,53.8,22.0,7,79.5,13,15930.2,compound,1,1,1,1,0
Lakehurst,2025-02-12T07:00:00+00:00,26.0,57.6,False,2.3,60.2,84.6,14.4,23.2,22.6,11.7,0,63.6,5,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-12T08:00:00+00:00,38.6,58.5,True,3.8,86.7,99.5,12.8,10.2,11.3,22.8,4,79.6,6,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-12T09:00:00+00:00,34.8,45.7,False,0.8,75.4,89.1,14.6,20.3,44.0,28.8,2,94.6,12,12775.3,high_density,1,0,1,0,1
Stonegate,2025-02-12T10:00:00+00:00,32.0,42.6,False,45.8,76.8,82.6,24.2,27.8,38.0,33.4,7,58.2,4,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-12T11:00:00+00:00,40.8,51.3,True,83.8,96.1,93.4,27.0,34.6,45.6,19.8,7,90.8,12,16407.3,compound,1,1,1,1,1
Metrovale,2025-02-12T12:00:00+00:00,21.3,53.8,False,6.6,71.3,79.3,6.4,16.8,21.7,26.5,2,54.6,5,11200.0,baseline,0,1,1,0,0
Riverton,2025-02-12T13:00:00+00:00,43.4,43.1,True,1.2,92.1,94.1,9.5,20.9,12.3,29.8,1,86.1,1,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-02-12T14:00:00+00:00,22.3,73.5,False,3.2,57.8,76.8,8.8,11.3,25.0,13.4,1,95.9,12,14951.8,high_density,1,0,0,0,1
Sunport,2025-02-12T15:00:00+00:00,23.9,35.5,False,62.3,70.7,79.2,22.0,27.2,39.5,24.5,9,64.7,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-12T16:00:00+00:00,44.6,56.6,True,49.5,87.8,95.9,22.0,23.5,51.0,11.2,5,86.7,8,13059.3,compound,1,1,1,1,1
Lakehurst,2025-02-12T17:00:00+00:00,25.2,47.7,False,16.4,68.2,73.7,11.7,21.1,21.0,30.5,1,60.0,3,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-12T18:00:00+00:00,44.7,37.4,True,3.8,89.9,98.0,14.8,9.6,24.1,10.6,2,82.2,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-12T19:00:00+00:00,34.1,64.4,False,16.5,79.2,78.3,6.2,15.1,22.6,34.5,3,90.0,16,16639.7,high_density,1,1,1,1,1
Stonegate,2025-02-12T20:00:00+00:00,33.4,42.9,False,36.8,73.0,83.2,20.1,33.3,37.4,24.3,9,66.1,3,11700.0,failure_event,1,1,1,0,1
Hillford,2025-02-12T21:00:00+00:00,43.3,36.5,True,73.1,87.4,95.8,19.2,26.0,34.6,22.4,6,78.4,13,14512.9,compound,1,1,1,0,1
Metrovale,2025-02-12T22:00:00+00:00,34.0,41.3,False,16.9,56.1,80.0,12.8,16.3,16.1,28.4,1,59.8,1,11200.0,baseline,0,1,1,1,1
Riverton,2025-02-12T23:00:00+00:00,39.4,57.9,True,7.8,92.4,99.2,10.4,9.3,20.8,18.5,2,85.5,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-13T00:00:00+00:00,22.4,61.0,False,6.8,60.4,89.6,12.8,17.0,23.3,13.1,4,79.9,6,11838.6,high_density,0,0,1,0,1
Sunport,2025-02-13T01:00:00+00:00,21.9,52.0,False,42.3,58.6,80.0,19.3,31.8,41.0,26.9,10,59.0,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-13T02:00:00+00:00,45.3,49.7,True,80.1,90.9,93.4,15.2,27.0,38.5,28.4,7,82.3,8,15859.3,compound,1,1,1,1,1
Lakehurst,2025-02-13T03:00:00+00:00,22.3,72.3,False,16.5,64.2,77.7,9.7,23.3,29.4,21.2,3,46.4,5,10100.0,baseline,1,1,1,0,0
Bayhaven,2025-02-13T04:00:00+00:00,42.6,31.4,True,5.9,86.1,94.3,8.2,21.3,11.8,23.8,3,80.8,2,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-13T05:00:00+00:00,32.3,51.7,False,15.2,56.4,84.4,12.7,16.5,33.7,17.1,3,92.3,6,17983.1,high_density,0,1,1,0,1
Stonegate,2025-02-13T06:00:00+00:00,30.7,55.2,False,38.3,61.2,80.4,28.0,34.7,33.9,32.0,6,61.6,1,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-13T07:00:00+00:00,41.2,55.9,True,46.3,90.9,97.8,19.0,21.4,39.5,16.8,7,78.6,8,13910.9,compound,0,1,1,1,1
Metrovale,2025-02-13T08:00:00+00:00,21.5,71.5,False,8.6,77.8,79.4,10.6,18.3,17.2,28.3,4,59.1,2,11200.0,baseline,1,1,1,0,1
Riverton,2025-02-13T09:00:00+00:00,41.9,31.2,True,5.4,92.8,93.6,5.9,10.3,27.9,22.0,3,85.2,2,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-02-13T10:00:00+00:00,28.1,73.8,False,4.1,76.6,75.9,7.4,22.9,24.2,34.1,0,88.5,9,12168.2,high_density,1,1,0,0,1
Sunport,2025-02-13T11:00:00+00:00,20.2,40.7,False,58.8,74.6,71.4,16.2,28.0,47.0,15.2,7,77.6,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-13T12:00:00+00:00,42.9,27.5,True,50.9,95.5,98.4,21.9,22.2,57.7,21.3,7,82.1,7,16083.3,compound,1,1,1,1,1
Lakehurst,2025-02-13T13:00:00+00:00,32.6,56.5,False,0.5,67.8,70.9,4.9,17.1,29.4,28.1,0,62.6,5,10100.0,baseline,1,1,1,1,1
Bayhaven,2025-02-13T14:00:00+00:00,41.2,50.1,True,2.4,87.3,96.2,13.2,14.9,15.5,15.2,2,81.1,5,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-02-13T15:00:00+00:00,30.7,45.4,False,7.0,78.7,86.1,12.8,19.9,37.5,13.9,2,89.6,9,14001.5,high_density,1,1,1,0,1
Stonegate,2025-02-13T16:00:00+00:00,28.5,46.3,False,79.5,55.5,79.7,23.2,23.3,47.8,31.6,9,60.3,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-13T17:00:00+00:00,42.5,46.0,True,48.3,93.6,93.1,25.5,26.6,45.7,33.9,8,78.6,15,16364.1,compound,1,1,1,1,1
Metrovale,2025-02-13T18:00:00+00:00,23.1,49.8,False,18.8,73.9,74.1,14.4,17.3,25.5,34.0,3,59.5,6,11200.0,baseline,1,1,1,0,0
Riverton,2025-02-13T19:00:00+00:00,39.9,35.2,True,5.0,88.2,97.0,4.2,12.1,11.1,25.5,0,77.0,1,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-02-13T20:00:00+00:00,33.1,56.7,False,2.1,78.7,88.8,11.6,12.0,30.4,19.3,1,89.4,9,15788.8,high_density,0,0,1,0,1
Sunport,2025-02-13T21:00:00+00:00,23.2,44.8,False,53.0,62.0,76.4,27.0,25.9,36.3,15.4,6,47.0,5,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-02-13T22:00:00+00:00,41.3,40.1,True,39.6,89.9,98.1,21.2,39.2,34.2,13.4,7,89.0,11,12031.9,compound,0,1,1,0,1
Lakehurst,2025-02-13T23:00:00+00:00,27.7,46.6,False,15.5,62.8,84.0,8.8,13.1,28.7,31.6,1,60.6,1,10100.0,baseline,0,0,0,1,0
Bayhaven,2025-02-14T00:00:00+00:00,45.5,31.2,True,7.7,95.1,95.9,9.3,9.5,19.8,20.6,3,79.5,5,14500.0,heatwave,0,1,0,0,1
Ironwood,2025-02-14T01:00:00+00:00,28.0,66.2,False,7.1,78.5,84.1,11.2,9.0,36.8,30.3,4,80.1,12,17766.2,high_density,1,0,1,1,1
Stonegate,2025-02-14T02:00:00+00:00,31.3,35.1,False,38.4,70.1,89.2,27.0,36.6,52.4,14.3,10,74.7,1,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-14T03:00:00+00:00,38.3,45.9,True,54.1,95.8,97.1,19.1,35.5,30.9,32.6,8,90.0,10,11771.1,compound,1,0,1,1,1
Metrovale,2025-02-14T04:00:00+00:00,34.5,39.2,False,2.0,70.4,87.6,14.9,16.0,28.2,11.6,2,71.1,4,11200.0,baseline,0,0,0,0,1
Riverton,2025-02-14T05:00:00+00:00,40.9,35.8,True,3.5,87.2,99.9,8.6,16.9,28.0,20.5,3,87.5,3,8400.0,heatwave,1,0,1,1,1
Northbridge,2025-02-14T06:00:00+00:00,25.4,74.9,False,4.3,66.0,77.6,10.7,15.4,44.3,10.9,2,93.4,9,17168.0,high_density,1,1,1,0,1
Sunport,2025-02-14T07:00:00+00:00,33.3,53.7,False,80.5,70.8,84.3,25.8,34.6,53.9,18.3,5,50.2,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-14T08:00:00+00:00,42.7,37.8,True,63.5,88.4,97.5,20.2,25.6,49.9,27.7,4,89.9,15,17513.5,compound,1,1,1,1,1
Lakehurst,2025-02-14T09:00:00+00:00,27.4,50.3,False,8.7,67.0,85.0,11.1,13.7,27.6,29.1,1,54.3,4,10100.0,baseline,1,0,0,0,1
Bayhaven,2025-02-14T10:00:00+00:00,39.1,26.6,True,2.3,86.8,96.8,14.9,17.3,16.6,28.2,2,85.8,3,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-14T11:00:00+00:00,21.2,50.6,False,2.7,56.1,88.4,6.9,10.3,28.5,15.4,3,90.7,7,14554.9,high_density,0,0,0,0,1
Stonegate,2025-02-14T12:00:00+00:00,23.5,67.7,False,82.5,59.0,89.6,26.9,30.1,39.4,10.5,6,73.3,3,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-14T13:00:00+00:00,45.7,27.8,True,35.2,93.6,92.6,27.0,32.0,36.4,33.7,6,88.1,8,17383.9,compound,1,1,1,1,1
Metrovale,2025-02-14T14:00:00+00:00,33.7,74.3,False,12.2,67.6,76.7,14.4,21.9,25.1,22.4,4,76.3,1,11200.0,baseline,0,0,1,0,0
Riverton,2025-02-14T15:00:00+00:00,42.0,37.2,True,3.4,94.4,94.4,8.8,11.6,23.5,17.7,0,79.9,5,8400.0,heatwave,0,1,1,0,0
Northbridge,2025-02-14T16:00:00+00:00,27.4,56.6,False,11.0,70.4,79.7,11.3,11.7,24.7,19.9,4,91.8,13,17996.1,high_density,0,1,1,0,1
Sunport,2025-02-14T17:00:00+00:00,24.2,46.6,False,76.9,58.2,78.0,22.0,23.5,55.8,23.7,6,54.9,6,13200.0,failure_event,0,1,1,1,1
Crestfield,2025-02-14T18:00:00+00:00,44.9,28.5,True,76.3,92.9,99.7,20.2,25.6,43.5,33.4,8,92.9,16,15685.4,compound,1,0,1,1,1
Lakehurst,2025-02-14T19:00:00+00:00,28.6,59.9,False,4.9,65.8,83.0,8.9,22.2,15.8,14.8,2,45.1,3,10100.0,baseline,0,1,1,0,0
Bayhaven,2025-02-14T20:00:00+00:00,39.4,28.0,True,3.1,87.2,99.2,8.7,8.3,17.2,26.5,1,75.8,2,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-14T21:00:00+00:00,30.2,67.7,False,5.2,64.6,84.5,8.3,18.0,28.4,10.1,1,90.9,11,13657.7,high_density,0,1,1,0,1
Stonegate,2025-02-14T22:00:00+00:00,20.6,72.0,False,79.2,64.9,83.6,25.5,22.1,31.7,10.2,9,65.9,5,11700.0,failure_event,1,1,0,1,1
Hillford,2025-02-14T23:00:00+00:00,38.4,50.2,True,78.0,87.0,96.7,20.0,38.2,32.2,11.8,7,92.3,9,13651.9,compound,1,1,1,1,1
Metrovale,2025-02-15T00:00:00+00:00,29.9,45.1,False,2.1,64.0,71.9,10.6,11.1,28.2,14.3,4,59.1,5,11200.0,baseline,0,1,1,1,0
Riverton,2025-02-15T01:00:00+00:00,38.1,48.5,True,5.7,87.9,92.1,10.3,21.2,21.8,16.7,3,89.9,3,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-02-15T02:00:00+00:00,24.3,56.6,False,12.9,77.2,82.9,9.3,12.6,26.3,32.1,1,87.0,7,13512.7,high_density,1,0,1,1,1
Sunport,2025-02-15T03:00:00+00:00,35.0,41.8,False,58.7,72.0,73.3,26.2,21.4,44.7,16.2,5,63.2,3,13200.0,failure_event,1,1,0,1,1
Crestfield,2025-02-15T04:00:00+00:00,43.9,52.2,True,78.5,96.5,97.0,26.8,22.3,38.1,34.7,8,88.2,7,11689.3,compound,1,1,1,1,1
Lakehurst,2025-02-15T05:00:00+00:00,34.4,69.1,False,12.7,80.6,86.8,10.8,12.8,29.0,24.9,3,65.6,3,10100.0,baseline,0,0,0,0,0
Bayhaven,2025-02-15T06:00:00+00:00,38.2,53.3,True,4.6,91.6,92.1,8.5,13.2,25.4,17.3,4,80.2,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-15T07:00:00+00:00,29.7,62.0,False,19.4,55.8,75.9,6.6,19.8,27.4,28.3,3,89.0,14,11688.0,high_density,1,0,1,0,1
Stonegate,2025-02-15T08:00:00+00:00,32.0,41.9,False,55.3,78.2,76.5,20.5,25.0,32.6,18.9,4,57.6,6,11700.0,failure_event,1,1,1,0,0
Hillford,2025-02-15T09:00:00+00:00,39.3,45.4,True,63.3,86.8,98.8,20.0,35.3,36.3,29.3,4,86.2,8,13883.9,compound,1,1,1,1,1
